sampleID,sampleLat,sampleLon,year,window_years,fc,t2m_mean,t2m_var,t2m_ac,tp_mean,tp_var,tp_ac,def_mean,def_var,def_ac,ssrd_mean,ssrd_var,ssrd_ac,TAC_NIRv_bimonthly_24,Coef1,Coef2,Coef3,Coef4,Coef5,Coef6,Coef7,Coef8,diff,eTAC
1,-3.95000028,-73.4399997,2010,4,100,298.608963,0.472286263,0.350722692,0.007018325,5.22E-06,0.143326156,-0.003399532,5.96E-06,0.137912468,16501079.44,3.13969E+12,0.226534804,0.208125084,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,-0.019567141,0.227692225
1,-3.95000028,-73.4399997,2011,4,100,298.5707753,0.397837939,0.416518892,0.007225297,5.36E-06,0.186433298,-0.003617755,6.25E-06,0.178798546,16350993.69,3.37303E+12,0.249046596,0.19378969,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,0.002283517,0.191506174
1,-3.95000028,-73.4399997,2012,4,100,298.5744832,0.378899412,0.482407606,0.007333638,6.51E-06,0.181179119,-0.0037227,7.55E-06,0.180317561,16319948.42,3.26332E+12,0.302677489,0.206648322,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,-0.01721245,0.223860772
1,-3.95000028,-73.4399997,2013,4,100,298.5632579,0.379956771,0.576204794,0.007272551,5.71E-06,0.1593771,-0.003652199,6.68E-06,0.171219782,16339891.71,3.24277E+12,0.35538258,0.197052196,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,-0.031487245,0.228539441
1,-3.95000028,-73.4399997,2014,4,100,298.4231618,0.27666454,0.595557759,0.007472803,5.05E-06,0.11232555,-0.003895549,6.01E-06,0.137665582,16099704.17,3.00912E+12,0.381978535,0.104966834,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,-0.010639481,0.115606315
1,-3.95000028,-73.4399997,2015,4,100,298.4948425,0.387786453,0.518779388,0.007587303,5.45E-06,0.048063822,-0.00402061,6.84E-06,0.074754257,16048925.38,3.56024E+12,0.282811313,0.021033224,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,0.001180385,0.019852839
1,-3.95000028,-73.4399997,2016,4,100,298.634201,0.501228876,0.462936145,0.007621094,4.99E-06,0.014594795,-0.00405131,6.34E-06,0.042401445,16003624.42,3.85529E+12,0.204588587,-0.013608923,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,0.024337181,-0.037946104
1,-3.95000028,-73.4399997,2017,4,100,298.7364909,0.448124681,0.389475634,0.007586836,6.45E-06,0.013331048,-0.003997854,7.88E-06,0.032057516,16076976.42,3.52348E+12,0.155705958,-0.00771071,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,0.026715613,-0.034426323
1,-3.95000028,-73.4399997,2018,4,100,298.7610219,0.488777128,0.349831421,0.007574434,6.87E-06,0.052565548,-0.003970157,8.38E-06,0.063667665,16101749.69,3.78118E+12,0.141247509,0.107123849,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,-0.008278635,0.115402484
1,-3.95000028,-73.4399997,2019,4,100,298.7634989,0.397088208,0.366893853,0.007629115,7.22E-06,0.102777885,-0.004016727,8.39E-06,0.111264547,16064360.31,3.02761E+12,0.183147137,0.209297468,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,-0.020745718,0.230043186
1,-3.95000028,-73.4399997,2020,4,100,298.7979177,0.353665242,0.334094314,0.007213659,7.06E-06,0.158416634,-0.00358662,8.31E-06,0.161892063,16187296.13,3.24634E+12,0.183563261,0.251121897,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,-0.009397129,0.260519026
1,-3.95000028,-73.4399997,2021,4,100,298.7705129,0.401567547,0.300582528,0.007371059,7.54E-06,0.170181385,-0.003726866,8.77E-06,0.178399537,16269115.56,3.80477E+12,0.194157211,0.301543903,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,-0.018473889,0.320017793
1,-3.95000028,-73.4399997,2022,4,100,298.816335,0.413887534,0.285881115,0.006962419,9.65E-06,0.172414846,-0.003514354,9.31E-06,0.181976482,15475912.11,1.12622E+13,0.233343773,0.341556381,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,-0.035073654,0.376630035
1,-3.95000028,-73.4399997,2023,4,100,298.9712067,0.672893878,0.286874954,0.005635622,1.02E-05,0.264899318,-0.002795458,7.34E-06,0.205739572,12884322.05,2.96292E+13,0.403872216,0.405654507,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,-0.019458349,0.425112856
1,-3.95000028,-73.4399997,2024,4,100,299.1552124,0.884999543,0.373743966,0.005644162,1.26E-05,0.368578859,-0.002904511,9.49E-06,0.223477662,12550225.72,3.30955E+13,0.594392299,0.462679395,-15724.10645,0.024787659,118.6126251,-73.4757843,-71.55355072,-29.31344986,0,0,0.027753235,0.43492616
2,-3.94999467,-73.43979207,2000,4,100,297.9783325,0.541468828,NaN,0.008066198,3.26E-06,NaN,-0.004439654,4.02E-06,NaN,16033027,4.32509E+12,NaN,NaN,-15724.10645,0.024787657,118.6126022,-73.47576141,-71.55352783,-29.31344032,0,0,NaN,NaN
2,-3.94999467,-73.43979207,2001,4,100,298.0578817,0.541404071,NaN,0.007775074,3.73E-06,NaN,-0.004135502,4.31E-06,NaN,16184831.79,3.79958E+12,NaN,NaN,-15724.10645,0.024787657,118.6126022,-73.47576141,-71.55352783,-29.31344032,0,0,NaN,NaN
2,-3.94999467,-73.43979207,2002,4,100,298.1808539,0.496639412,NaN,0.007525547,3.76E-06,NaN,-0.003889519,4.40E-06,NaN,16212803.22,3.62614E+12,NaN,NaN,-15724.10645,0.024787657,118.6126022,-73.47576141,-71.55352783,-29.31344032,0,0,NaN,NaN
2,-3.94999467,-73.43979207,2003,4,100,298.2261607,0.492833801,NaN,0.007448697,3.73E-06,NaN,-0.003816701,4.38E-06,NaN,16198672.52,3.5182E+12,NaN,NaN,-15724.10645,0.024787657,118.6126022,-73.47576141,-71.55352783,-29.31344032,0,0,NaN,NaN
2,-3.94999467,-73.43979207,2004,4,100,298.3553467,0.556093825,0.432345715,0.007078821,3.33E-06,-0.066637574,-0.003430641,3.99E-06,0.005264105,16301750.79,3.44716E+12,0.394518449,0.288706479,-15724.10645,0.024787657,118.6126022,-73.47576141,-71.55352783,-29.31344032,0,0,0,0.288706479
2,-3.94999467,-73.43979207,2005,4,100,298.5103709,0.488222267,0.425201787,0.006926541,3.07E-06,-0.068899725,-0.003246452,3.89E-06,-0.005620482,16410499.77,3.50009E+12,0.34933154,0.254041293,-15724.10645,0.024787657,118.6126022,-73.47576141,-71.55352783,-29.31344032,0,0,-0.009396439,0.263437732
2,-3.94999467,-73.43979207,2006,4,100,298.5503489,0.47743669,0.419070715,0.006881227,3.16E-06,-0.020216231,-0.003154099,3.84E-06,0.037537748,16557776.79,3.26317E+12,0.36193763,0.254041293,-15724.10645,0.024787657,118.6126022,-73.47576141,-71.55352783,-29.31344032,0,0,-0.004016596,0.258057889
2,-3.94999467,-73.43979207,2007,4,100,298.6008708,0.493742502,0.389976185,0.006796741,3.74E-06,0.000215421,-0.003050244,4.38E-06,0.048015471,16702862.31,3.17092E+12,0.355990303,0.260835714,-15724.10645,0.024787657,118.6126022,-73.47576141,-71.55352783,-29.31344032,0,0,-0.001668,0.262503714
2,-3.94999467,-73.43979207,2008,4,100,298.5732524,0.383457856,0.37222915,0.006996458,4.02E-06,0.055202549,-0.003248082,4.61E-06,0.083479995,16715793.42,2.89033E+12,0.314871311,0.225649525,-15724.10645,0.024787657,118.6126022,-73.47576141,-71.55352783,-29.31344032,0,0,-0.012331514,0.237981039
2,-3.94999467,-73.43979207,2009,4,100,298.5083923,0.403412737,0.340765576,0.007251934,4.82E-06,0.117195505,-0.003540488,5.42E-06,0.127194397,16545897.71,2.91195E+12,0.277207215,0.231795309,-15724.10645,0.024787657,118.6126022,-73.47576141,-71.55352783,-29.31344032,0,0,-0.024409227,0.256204536
2,-3.94999467,-73.43979207,2010,4,100,298.6080271,0.471873486,0.337507879,0.007255866,5.28E-06,0.141869601,-0.003551597,6.02E-06,0.133900639,16515662.9,3.12895E+12,0.217511593,0.208125119,-15724.10645,0.024787657,118.6126022,-73.47576141,-71.55352783,-29.31344032,0,0,-0.02964363,0.237768749
2,-3.94999467,-73.43979207,2011,4,100,298.5708567,0.39648936,0.401648687,0.007440123,5.31E-06,0.180467703,-0.003744537,6.19E-06,0.168672171,16368069.15,3.38238E+12,0.23690607,0.193789716,-15724.10645,0.024787657,118.6126022,-73.47576141,-71.55352783,-29.31344032,0,0,-0.015922687,0.209712403
2,-3.94999467,-73.43979207,2012,4,100,298.5726522,0.376651885,0.469495442,0.007557308,6.44E-06,0.172864723,-0.003859024,7.49E-06,0.165309541,16336100.54,3.27372E+12,0.288875682,0.206648332,-15724.10645,0.024787657,118.6126022,-73.47576141,-71.55352783,-29.31344032,0,0,-0.024598448,0.23124678
2,-3.94999467,-73.43979207,2013,4,100,298.5617523,0.380517567,0.570106358,0.00747,5.58E-06,0.163653232,-0.003761608,6.61E-06,0.168839197,16348227,3.28886E+12,0.347811449,0.197052198,-15724.10645,0.024787657,118.6126022,-73.47576141,-71.55352783,-29.31344032,0,0,-0.041293725,0.238345923
